symbol,revenuePerShare,trailingPE,earningsQuarterlyGrowth,previousClose,open,dayLow,dayHigh,volume,trailingEps,pegRatio,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare.1,earningsGrowth,revenueGrowth
BSE.NS,95.198,42.733814,1.095,2243.1,2249,2190,2274.9,629526,51.43,7.752124646,5666324992,200000,13075099648,118.1582281,95.198,1.096,0.785
PERSISTENT.BO,1262.136,59.523685,0.202,8204.5,8049.95,7862.75,8084.9,7481,133.84,7.752124646,15595750400,5077250048,94855331840,10.505,1262.136,0.195,0.152
BORORENEW.NS,107.144,588.3146,1.272780739,503.25,503.95,497.5,528.9,1317305,0.89,7.752124646,771207488,4844851200,13990980608,50.434,107.144,1.072591783,0.343
JSLHISAR.NS,677.491,9.090909,-0.33,562.8,543,536.9,576.9,829761,62.7,7.752124646,15513475072,15637900288,1.60E+11,28.419,677.491,-0.33,0.027
KEC.BO,749.957,64.53499,4.504,663.6,669.95,661.25,680,19312,10.43,7.752124646,10526499840,49121898496,1.93E+11,127.782,749.957,4.544,0.144
MGL.NS,636.543,10.235349,0.843,1321.75,1310,1302.75,1342.7,724385,130.87,0.28,18075824128,1149100032,62879600640,2.456,636.543,0.843,-0.061
SPARC.NS,3.295,inf,1.272780739,367.25,367,361,384,151591,-11.34,7.752124646,-3869230848,142100000,1066801024,4.284,3.295,1.072591783,-0.894
NLCINDIA.NS,102.813,11.598051,1.272780739,212.3,212.45,210.6,216,3652924,18.46,7.752124646,53080276992,2.18E+11,1.46E+11,114.376,102.813,1.072591783,-0.14
MINDAIND.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
APOLLOTYRE.BO,392.356,16.178707,0.7,461.25,469.3,457.35,471.05,73851,28.93,7.752124646,40510500864,55325638656,2.49E+11,42.616,392.356,0.7,0.027
FACT.NS,80.956,113.667816,-0.817,643.85,644.55,640.85,669.7,559622,5.78,7.752124646,4447432704,18181699584,52419473408,128.818,80.956,-0.816,-0.363
SJVN.BO,6.601,55.337837,-0.516,120.7,120.05,119.85,124.45,2329277,2.22,7.752124646,19202625536,1.71E+11,26002300928,119.068,6.601,-0.521,-0.016
BALRAMCHIN.NS,279.012,12.673936,0.973,366.35,366.5,363.3,372.6,1228896,28.89,-0.04,8314382336,5493424128,56510091264,17.451,279.012,0.991,0.254
MAHINDCIE.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SAPPHIRE.NS,396.429,54.946384,-0.689,1583.2,1590,1573.5,1680,751580,28.91,7.752124646,3016167424,10089339904,25229930496,75.24,396.429,-0.691,0.116
SUNDRMFAST.BO,268.752,42.365086,0.099,1025.8,1025.8,1023.85,1045,1206,24.46,7.752124646,8735649792,5929200128,56477798400,18.33,268.752,0.099,-0.026
EIDPARRY.NS,1730.333,11.696706,-0.529,555.7,553.1,553.1,572.2,183978,48.27,7.752124646,27282149376,8782799872,3.07E+11,8.251,1730.333,-0.529,-0.216
PGHL.NS,745.202,35.71439,-0.062,4872.7,4886,4845.2,4928.95,4337,136.69,7.752124646,3078599936,108000000,12369999872,1.34,745.202,-0.063,0.490908862
PVR.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
WESTLIFE.NS,150.825,133.29247,-0.526,744.7,746.95,746.9,766,40324,5.71,7.752124646,3217490432,12649268224,23606923264,224.559,150.825,-0.528,-0.027
BBTC.BO,2479.733,inf,1.896,1573.7,1580.15,1568.85,1595.2,1508,-203.56,7.752124646,34370158592,55272472576,1.73E+11,101.864,2479.733,1.895,0.490908862
HLEGLAS.NS,136.539,57.793148,-0.756,441.85,441.05,436.9,444.9,74849,7.59,7.752124646,1250489216,3648628992,9599962112,79.166,136.539,1.072591783,0.117
HUDCO.NS,15.659,17.833494,1.042,182.15,182.7,181.05,186.5,6766221,10.27,7.752124646,12331239082,6.33E+11,31349899264,402.443,15.659,1.039,0.877
KNRCON.NS,151.497,12.563976,0.32,255.35,255.2,253.35,259.9,345619,20.32,-0.67,9425547264,7733112832,42608152576,25.631,151.497,0.319,0.138
RAIN.NS,539.463,inf,1.272780739,158.65,158.6,158.25,161.45,2744423,-27.89,7.752124646,16919950336,86901768192,1.81E+11,111.908,539.463,1.072591783,-0.249
MOTILALOFS.BO,341.301,13.192144,1.914,1603.8,1623.95,1613,1680,5889,126.78,4.26,12331239082,1.20E+11,50534400000,159.639,341.301,1.89,0.702
MCX.NS,139.142,inf,1.272780739,3279.55,3277,3260.05,3360.85,418994,18.4682045,2.26,277950016,19900000,7112900096,0.099,139.142,1.072591783,0.279
TATACHEM.BO,641.845,14.640309,-0.596,1035.1,1024.95,1018.75,1064.6,259622,71.45,7.752124646,34662498304,60480000000,1.64E+11,27.152,641.845,-0.596,-0.101
PNBHOUSING.NS,178.239,11.934192,0.258,642.5,639.5,635.3,653.5,318574,53.64,7.752124646,12331239082,3.67E+11,42000900096,258.595,178.239,-0.184,-0.237
TCIEXP.NS,329.567,28.089903,0.005,1026.6,1030,1012.3,1030,37566,36.15,1.58,1948424960,106000000,12629600256,1.606,329.567,0.01,-0.008
RBLBANK.NS,115.637,12.329603,0.089,242.5,243.4,240.6,246.5,8361438,19.66,0.61,12331239082,1.53E+11,69430083584,118.1582281,115.637,0.07,0.182
TIMKEN.BO,374.042,61.352642,-0.044,2850.1,2852.75,2836.85,2910,2357,47.13,2.11,5268774912,115790000,28143390720,0.524,374.042,-0.044,0.005
SOBHA.NS,373.997,153.85938,-0.526,1402.05,1393,1363.7,1515.05,830064,9.6,3.17,3205292544,20226840576,35440349184,81.179,373.997,-0.525,-0.211
MGL.BO,636.543,10.225328,0.843,1321.6,1315,1303.95,1342,11884,130.92,1.51,18075824128,1149100032,62879600640,2.456,636.543,0.843,-0.061
TTKPRESTIG.BO,192.369,42.187313,0.085,701.9,715.9,696,715.9,3967,16.55,7.752124646,2857799936,1620199936,26664599552,8.255,192.369,0.087,0.063
ORIENTELEC.NS,125.888,48.019558,-0.253,197.4,197,194.9,199.45,146866,4.09,7.752124646,1304050048,1239100032,26823700480,20.139,125.888,-0.255,0.017
EIHOTEL.NS,39.652,52.65293,0.535,419.15,420,415.95,425,361426,8.01,0.86,9062812672,1980600064,24804139008,5.503,39.652,0.539,0.276
FINCABLES.NS,316.294,21.231209,-0.022,886.55,889.9,875.5,892.85,219523,41.91,7.752124646,5674724864,191300000,48376901632,0.416,316.294,-0.022,0.062
RTNINDIA.NS,38.996,26.436565,1.272780739,69.4,69.2,68.3,72.6,8878698,2.68,7.752124646,1715442560,12710639616,54211010560,172.581,38.996,1.072591783,0.434
GRANULES.NS,186.912,26.458843,0.011,427.6,429.6,424.55,435.25,526689,16.28,7.752124646,8275400192,13798689792,45260881920,46.501,186.912,0.016,0.008
NAZARA.NS,171.222,69.94445,0.424,686.7,685.9,680.2,695.6,155373,9.9,1.71,1095299968,1090400000,11614699520,7.329,171.222,0.286,0.018
AMBER.BO,2055.07,84.03951,1.272780739,3408.65,3430,3430,3605,30999,42.27,7.752124646,4504200192,15518369792,69264252928,77.453,2055.07,1.072591783,-0.04
TV18BRDCST.NS,50.581,225.45454,1.272780739,48,48.45,48.4,50,3703908,0.22,7.752124646,-4732149760,18841999360,80522903552,6.195,50.581,1.072591783,-0.052
MRPL.NS,516.686,8.872195,1.272780739,217.95,218.5,216.4,225.7,4619760,24.96,0.57,1.02E+11,1.42E+11,9.05E+11,119.079,516.686,1.072591783,-0.071
CANFINHOME.NS,81.426,14.064383,0.321,738.2,739.95,736.25,751.95,495662,53.12,0.32,12331239082,3.04E+11,10841603072,768.176,81.426,0.321,0.227
CESC.BO,113.25,11.269991,-0.119,120.3,120.95,118.5,122.75,223031,10.63,0.39,20351524864,1.40E+11,1.50E+11,116.593,113.25,-0.117,0.037
JBCHEPHARM.BO,218.549,49.507996,0.259,1618,1647.2,1594.95,1647.2,4791,32.52,7.752124646,8786933760,4503699968,33847728128,16.578,218.549,0.247,0.065
AVANTIFEED.NS,380.06,19.683195,0.16,499.35,499.35,496.9,505,164620,25.41,7.752124646,4499259392,100630000,51783839744,0.405,380.06,0.162,0.137
MAHABANK.BO,11.162,11.269303,0.337,58.94,59.04,58.5,60.6,1719317,5.31,7.752124646,12331239082,73214803968,77347962880,118.1582281,11.162,0.278,0.081
BLUEDART.BO,2176.849,47.16881,0.003,5654.7,5730,5661,5900,1743,123.57,7.752124646,5795200000,10956800000,51650899968,90.059,2176.849,0.003,0.034
VIPIND.NS,153.902,89.27607,-0.838,458.1,461.15,455.55,464.35,663264,5.18,9.04,2009975040,5294000128,21792100352,73.983,153.902,-0.839,0.038
JMFINANCIL.BO,25.736,10.198074,0.46,73.81,74.89,73.69,75.75,350097,7.27,7.752124646,12331239082,1.70E+11,24568999936,149.389,25.736,0.462,0.348
PRINCEPIPE.NS,234.445,28.013937,0.063,544.25,549,547.15,565.6,286072,20.09,7.752124646,3650554880,589619968,25930280960,4.07,234.445,0.063,-0.124
BBTC.NS,2479.733,inf,1.896,1575.65,1570.95,1570,1594.85,24747,-203.62,7.752124646,34370158592,55272472576,1.73E+11,101.864,2479.733,1.895,0.490908862
BEML.NS,916.413,70.42721,-0.273,3012.4,3012,2997.6,3111.6,283093,43.89,7.752124646,3551783680,3905400064,39286169600,16.5,916.413,-0.273,0.01
SUNCLAYLTD.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
WELSPUNIND.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
IBREALEST.NS,9.25,inf,1.272780739,110.25,110.15,109.8,118.75,25461927,-20.58,7.752124646,-2289724928,2739399936,5009299968,8.962,9.25,1.072591783,-0.244
ASTRAZEN.NS,478.777,91.74535,-0.461,5031.15,5039.8,5018.05,5161.55,6751,55.92,7.752124646,1913196032,53477000,11970300928,0.816,478.777,-0.461,0.224
APLAPOLLO.BO,597.751,58.820335,-0.022,1525.75,1515.15,1504.75,1545,7579,25.77,7.752124646,12172800000,11764700160,1.78E+11,35.864,597.751,-0.021,-0.035
AEGISCHEM.NS,209.654,26.593857,0.038,390.75,391.9,385.15,398.6,336677,14.65,7.752124646,7981005824,23589799936,73632227328,56.456,209.654,0.039,-0.102
VMART.NS,1370.861,inf,0.413,2004.9,1983.05,1981.55,2029.5,13215,-47.98,-1.23,536985472,14191500288,27109097472,185.999,1370.861,0.409,0.144
GMMPFAUDLR.NS,794.637,28.653978,0.699,1226.15,1229,1225,1269,269706,43.61,7.752124646,4356250112,9848800256,35717001216,104.606,794.637,0.699,0.08
RVNL.NS,100.285,35.846485,-0.062,244.5,244.7,243,253,14792202,6.97,7.752124646,12566049792,59806998528,2.09E+11,75.624,100.285,-0.06,-0.064
GLS.NS,193.299,17.792728,0.131,750.25,750,742,756.25,51520,42.36,1.27,7313927680,182840000,23679369216,0.764,193.299,0.128,0.059
INDIACEM.NS,167.938,inf,-0.995,203.7,203.7,202.4,209.55,2367087,-12.82,7.752124646,-45428752,28324100096,53313171456,50.057,167.938,-0.995,-0.107
PRIVISCL.NS,423.262,81.330986,4.1,1040.4,1047,1032.2,1048.5,13508,12.81,7.752124646,2641854720,10694920192,16665946112,121.506,423.262,4.048,-0.038
DELTACORP.NS,37.451,14.429771,-0.593,121.15,121,120,122.7,2115711,8.33,7.752124646,2870099968,708800000,10022899712,3.015,37.451,-0.592,-0.152
PNCINFRA.NS,327.84,16.339794,0.324,424.2,424.5,423.5,434.9,390164,26.31,7.752124646,16401732608,70822666240,83545718784,153.556,327.84,0.323,0.135
SKFINDIA.BO,903.124,42.193153,0.133,4247.6,4273.35,4239.85,4300.85,929,101.11,7.752124646,7056799744,145900000,44618399744,0.611,903.124,0.131,0.014
KALYANKJIL.NS,168.935,75.23438,0.215,378.25,383.75,378.25,387.85,869825,5.12,7.752124646,11217777664,43770929152,1.74E+11,113.632,168.935,0.215,0.345
RBLBANK.BO,115.637,12.331976,0.089,242.65,244.35,240.75,246.35,348208,19.64,7.752124646,12331239082,1.53E+11,69430083584,118.1582281,115.637,0.07,0.182
DHANI.NS,0.971,inf,1.272780739,41.3,40.75,39.8,42.9,16384128,-8.4,7.752124646,12331239082,8316274176,562123008,22.676,0.971,1.072591783,-0.754
BDL.NS,126.2,64.92299,0.612,1661.9,1706,1680.05,1719.7,1279349,25.97,7.752124646,4046840576,44919000,23134107648,0.133,126.2,0.613,0.303
SUNTECK.BO,13.276,inf,1.272780739,390.7,397.95,391.35,407.5,51579,-4.17,7.752124646,-439982752,6259762176,1868322944,22.766,13.276,1.072591783,-0.525
AEGISLOG.BO,368.6800454,190.91133,1.272780739,391.65,394,387.15,398.3,34976,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
JKLAKSHMI.NS,583.668,23.696014,0.881,839.75,835.75,832,858.4,169334,36.12,7.752124646,9268649984,20204400640,68696899584,65.805,583.668,0.881,0.09
LINDEINDIA.BO,324.662,126.584305,0.091,6519.25,6595.95,6485.55,6731,6727,51.6,7.752124646,7050462208,215980000,27688370176,0.665,324.662,0.091,0.013
SWSOLAR.NS,101.545,inf,1.272780739,491.85,508,504.15,516.4,380566,-33.1,7.752124646,-3722749952,22198099968,19469799424,118.1582281,101.545,1.072591783,0.432
TEAMLEASE.NS,5273.49,44.245766,0.071,2797.6,2797.6,2759.2,2862.95,12658,64.37,7.752124646,969911232,1012499968,89168371712,13.422,5273.49,0.092,0.218
KIOCL.BO,36.477,588.5,1.272780739,401.9,406,399.8,428.65,35471,0.7,7.752124646,-96499504,1766652032,22168961024,9.189,36.477,1.072591783,0.909
TATAINVEST.NS,71.023,87.72145,0.542,6275.3,6050,5961.55,6148.9,105240,67.96,7.752124646,3251267072,1291100032,3593904128,0.544,71.023,0.543,0.37
RENUKA.NS,47.705,inf,1.272780739,41.05,41.1,41.1,42.5,6564953,-2.22,7.752124646,6070057472,51982999552,1.02E+11,118.1582281,47.705,1.072591783,0.181
MTARTECH.NS,206.191,63.683228,-0.668,1697.2,1708.5,1697.2,1722,137546,26.77,7.752124646,1426579968,2497270016,6341790208,37.784,206.191,-0.667,-0.261
GNFC.NS,520.633,13.850932,-0.702,621.65,622.9,621.05,632,684603,45.08,7.752124646,8536274944,1730000000,80909303808,1.959,520.633,-0.7,-0.219
ASTERDM.BO,271.379,67.54615,0.286,438.5,441,437.35,444.95,31246,6.5,7.752124646,14569299968,59951300608,1.35E+11,124.675,271.379,0.286,0.162
IBULHSGFIN.BO,60.66,7.39723,0.04,166.65,166.95,165,169.15,661396,22.38,7.752124646,12331239082,4.84E+11,27718500352,262.901,60.66,-0.02,-0.196
CHAMBLFERT.BO,454.624,11.247139,0.418,343.65,343.65,343,346.55,18000,30.59,7.752124646,20712400896,23031500800,1.89E+11,29.949,454.624,0.417,-0.476
SUPPETRO.NS,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
SYMPHONY.NS,163.481,52.09784,0.051,826.1,826.1,826.1,878.25,309960,16.66,1.37,1176300032,1870000000,11315600384,27.46,163.481,0.073,-0.108
AARTIDRUGS.BO,287.411,23.311155,1.272780739,447.4,450.85,446.75,459.4,10482,19.54,7.752124646,3251980800,5890999808,26509936640,48.694,287.411,0.008,-0.087
HOMEFIRST.NS,64.812,27.93623,0.342,866.55,871.9,866.55,886,90421,31.52,7.752124646,12331239082,60017598464,5710190080,308.299,64.812,0.325,0.327
HEG.NS,638.586,19.416956,-0.583,1913.4,1929.55,1891.15,2037.85,1880139,98.02,7.752124646,4266351104,6859800064,24648773632,15.773,638.586,-0.583,0.061
VGUARD.BO,106.721,60.24299,0.482,319.85,324.85,318.5,324.85,4007,5.35,5.05,3686682880,3875300096,46519742464,23.032,106.721,0.478,0.188
JMFINANCIL.NS,25.736,10.192572,0.46,73.8,74.2,73.8,75.75,6199884,7.27,7.752124646,12331239082,1.70E+11,24568999936,149.389,25.736,0.462,0.348
ROSSARI.NS,319.595,30.209066,0.339,684.85,688.3,683,691.9,77143,22.72,0.84,2438170112,1316060032,17643089920,13.453,319.595,0.341,0.191
EDELWEISS.NS,60.118,14.473095,0.235,65.3,65.15,64.3,65.7,1869772,4.46,7.752124646,12331239082,2.03E+11,54024658944,365.948,60.118,0.23,0.062
INDIANB.BO,191.077,7.99362,0.517,492.05,492.05,484.8,494.9,331836,61.13,7.752124646,12331239082,2.49E+11,2.39E+11,118.1582281,191.077,0.495,0.34
ERIS.BO,135.34,29.855276,0.009,843.1,843.1,836.8,849.4,3469,28.33,7.752124646,6222859776,8295040000,18406219776,34.17,135.34,0.007,0.157
PRAJIND.NS,187.855,34.9737,0.13,527,526,521.6,537.75,1154652,15.21,4.24,3373062400,375748000,34516983808,3.377,187.855,0.13,-0.089
NLCINDIA.BO,102.813,11.600759,1.272780739,212,213.75,210.65,215.95,189105,18.46,7.752124646,53080276992,2.18E+11,1.46E+11,114.376,102.813,1.072591783,-0.14
OLECTRA.NS,151.25,163.97153,0.877,1772,1769,1755.15,1803.75,1126195,10.89,7.752124646,1794509440,1309320960,12412399616,14.974,151.25,0.88,0.334
HIKAL.NS,147.211,47.633392,-0.389,281.25,282.5,276,283.3,140216,5.81,7.752124646,2685564928,7734600192,18157899776,67.536,147.211,-0.388,-0.171
NH.BO,244.632,32.463806,0.223,1225.7,1234.95,1224.55,1239.7,3244,37.99,7.752124646,10939429888,10722050048,49687920640,42.837,244.632,0.223,0.067
JUSTDIAL.NS,118.63,20.489468,0.222,806.55,805.8,795.3,809.45,136703,38.92,7.752124646,1490550016,873000000,10051699712,2.287,118.63,0.22,0.197
PRSMJOHNSN.NS,151.36,42.229065,1.272780739,169.35,169.4,168.5,172,98437,4.06,7.752124646,5691449856,14820800512,76200198144,87.605,151.36,1.072591783,-0.026
PSB.NS,5.682,44.037037,-0.694,56.65,56.85,56.85,60.1,2911342,1.35,7.752124646,12331239082,88105304064,38569709568,118.1582281,5.682,-0.691,-0.126
JBMA.NS,382.299,144.94962,0.417,1869.25,1873.85,1865.05,1904.9,147815,12.9,7.752124646,5206974976,20545300480,45343924224,189.844,382.299,0.411,0.412
MMTC.NS,4.77,74.494385,-0.429,66.05,66.4,64.6,67.45,2412243,0.89,7.752124646,-1476300032,264800000,7128999936,1.831,4.77,-0.431,-0.999
AVANTI.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
HUDCO.BO,15.659,17.823757,1.042,182.25,182.3,181,186.35,897960,10.27,7.752124646,12331239082,6.33E+11,31349899264,402.443,15.659,1.039,0.877
SIS.NS,831.314,17.984495,-0.643,449.6,449.6,437.4,450,53050,24.51,-1.42,5169285120,17212379136,1.21E+11,69.525,831.314,-0.642,0.058
STAR.BO,436.432,inf,1.272780739,757.25,760.65,755.25,782.85,6592,-16.83,0.74,5969994752,27946510336,39534592000,140.187,436.432,1.072591783,0.2
RITES.NS,103.88,34.137123,-0.142,643.15,645.8,636,660,2084334,19.18,-1.86,6598349824,47900000,24964100096,0.178,103.88,-0.142,0.008
CENTRALBK.BO,14.786,21.088968,0.551,57.84,58.01,57.91,59.75,783714,2.81,7.752124646,12331239082,2.32E+11,1.28E+11,118.1582281,14.786,0.545,0.141
PVR.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
GARFIBRES.NS,643.05,35.84337,0.183,3462,3504,3426,3510.15,22593,97.17,7.752124646,2453109248,1161634048,13138239488,10.382,643.05,0.197,0.054
EQUITASBNK.NS,33.971,13.587116,0.187,93.5,93.5,91.8,94,3995874,6.83,7.752124646,12331239082,24811800576,37977776128,45.287,33.971,0.321,0.238
FINOLEXIND.BO,368.6800454,inf,1.272780739,667.6394034,668.5182914,660.4500689,682.8824728,774366.3473,18.4682045,7.752124646,12331239082,72614166656,87657371063,118.1582281,368.6800454,1.072591783,0.490908862
CAPLIPOINT.NS,214.918,22.172316,0.202,1267,1270,1263,1289.9,125971,57.22,7.752124646,5238524928,33800000,16317500416,0.161,214.918,0.207,0.17
SCI.NS,108.504,12.210168,-0.519,200.45,201,196.5,204,1588888,16.13,7.752124646,14447800320,22924500992,50521300992,32.215,108.504,-0.52,-0.106
INDIGRID.BO,38.89,23.40107,-0.238,129.7,129.98,129.5,132.15,22162,5.61,7.752124646,22961803264,1.87E+11,27697270784,366.908,38.89,-0.285,0.289
NIITLTD.NS,21.568,79.96212,-0.739,105.8,104.65,104.65,107.65,573723,1.32,2.83,-218400000,100100000,2891760128,0.988,21.568,-0.739,-0.813
EPL.NS,121.301,21.186342,0.371,183.5,184,182.6,186.9,417159,8.64,4.17,6847499776,9187000320,38562000896,45.686,121.301,0.364,0.032
CERA.NS,1432.691,39.215534,-0.098,6811.15,6831.6,6820,6950,43628,174.45,0.24,2865021184,478745984,18633463808,3.888,1432.691,-0.098,-0.041
GRINDWELL.BO,240.352,56.17288,0.149,1951.15,1956.95,1946.95,1989.3,1555,35.17,7.752124646,5210165248,646899968,26604924928,3.486,240.352,0.149,0.093
SFL.BO,283.127,58.130753,-0.492,944,940,940,955.3,7409,16.29,7.752124646,2816594688,5726521856,28661987328,19.96,283.127,-0.549,0.076
VAIBHAVGBL.BO,178.407,49.015545,0.219,371.25,370.8,370,386.95,26145,7.72,7.752124646,2087095552,1892854016,29443143680,15.463,178.407,0.21,0.228
JCHAC.BO,623.502,inf,1.272780739,993.55,1014.95,980.95,1014.95,1617,-46.15,-1.23,-695875008,2395200000,16945099776,42.589,623.502,1.072591783,-0.422
BLUESTARCO.BO,457.547,50.508335,0.719,1247.4,1222.5,1222.5,1255,6287,24.59,7.752124646,5792775168,8700300288,89814196224,36.937,457.547,0.614,0.253
DBL.NS,875.255,46.302895,-0.033,406,405.2,404.75,417.7,391064,8.98,0.46,12555531264,67688357888,1.15E+11,163.669,875.255,0.024,0.239
TCI.NS,507.509,19.157051,-0.074,803.1,805,790,833.55,34135,42.47,0.4,4216267520,1586000000,39364939776,8.383,507.509,-0.076,0.029
SUPRAJIT.NS,203.085,37.892292,0.058,404.1,402.35,402.35,409.95,116409,10.77,28.72,3128719872,7216000000,28117420032,56.728,203.085,0.055,0.046
ALKYLAMINE.BO,292.671,62.49599,-0.268,1921.1,1934.45,1925,1982.95,13184,31.17,7.752124646,2628652800,935299968,14959259648,7.828,292.671,-0.269,-0.171
CANFINHOME.BO,81.426,14.045336,0.321,737.45,738.25,738.2,752.15,9646,53.16,7.752124646,12331239082,3.04E+11,10841603072,768.176,81.426,0.321,0.227
EASEMYTRIP.NS,3.123,50.872093,0.095,44.25,44.25,43.65,44.35,16398749,0.86,7.752124646,2038179968,1420560000,5431289856,23.174,3.123,0.083,0.181
SYMPHONY.BO,163.481,51.804314,0.051,825.45,829.95,828,882,8369,16.71,7.752124646,1176300032,1870000000,11315600384,27.46,163.481,0.073,-0.108
PNBHOUSING.BO,178.239,11.932687,0.258,642.1,635.3,635.3,652,8478,53.63,7.752124646,12331239082,3.67E+11,42000900096,258.595,178.239,-0.184,-0.237
BASF.BO,3161.468,28.819613,12.164,3200.75,3200.75,3189.75,3250.75,791,111.87,7.752124646,8011350016,1233200000,1.37E+11,4.211,3161.468,12.164,0.148
KRBL.NS,228.766,11.237353,-0.349,291.45,292.3,287.8,295,541468,25.7,7.752124646,7600849920,873100032,53438001152,1.894,228.766,-0.33,-0.064
TRIVENI.NS,246.63,16.718338,-0.067,319.9,318.9,315.95,323.05,427454,19.03,0.87,6421654528,4004600064,55005114368,14.88,246.63,0.031,-0.104
